paper_title,authors,year,DOI,citation_count,already_in_corpus,domain,estimator_keywords,dataset_name,dataset_topic,dataset_size_if_available,response_variable,predictors_or_covariates,coordinates_or_geometry,W_or_neighbor_structure_if_available,regression_formula_or_model_specification,formula_status,data_access_url,code_url,open_access_pdf_url,reason_for_selection,ingestion_priority,verification_notes,source_url,matched_query
Exploring the causal relationships and pathways between ecological environmental quality and influencing Factors: A comprehensive analysis,Lifeng Liang; yuexiang Song; Zhenfeng Shao; Chenyuan Zheng; Xiujuan Liu; Li Yan,2024,10.1016/j.ecolind.2024.112192,29,no,climate / weather,GWR; MGWR,non vérifié,climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,non trouvé,"dataset mentioned in title/abstract, manual verification required; citations=29; query=multiscale geographically weighted regression dataset MGWR",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1016/j.ecolind.2024.112192,multiscale geographically weighted regression dataset MGWR
The Relationship between Emotional Perception and High-Density Built Environment Based on Social Media Data: Evidence from Spatial Analyses in Wuhan,Wei Liu; Li Dong; Meng Yuan; Chuanmin Guo,2024,10.3390/land13030294,25,no,non vérifié,GWR; MGWR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2073-445X/13/3/294/pdf?version=1708964909,"spatial dataset likely, manual verification required; citations=25; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/land13030294,geographically weighted regression dataset GWR MGWR bandwidth
Analysis of Spatiotemporal Characteristics and Influencing Factors of Electric Vehicle Charging Based on Multisource Data,Chenxi Liu; Zhenghong Peng; Lingbo Liu; Hao Wu,2024,10.3390/ijgi13020037,22,no,non vérifié,GWR; MGWR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2220-9964/13/2/37/pdf?version=1706113204,"spatial dataset likely, manual verification required; citations=22; query=multiscale geographically weighted regression dataset MGWR",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/ijgi13020037,multiscale geographically weighted regression dataset MGWR
Detecting spatial heterogeneity in the determinants of intercity migration in China,Sen Li; Hengyu Gu; Jianfa Shen,2023,10.1002/psp.2649,21,no,non vérifié,GWR; MGWR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/psp.2649,"spatial dataset likely, manual verification required; citations=21; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1002/psp.2649,geographically weighted regression dataset GWR MGWR bandwidth
Assessing Spatial Heterogeneity in Urban Park Vitality for a Sustainable Built Environment: A Case Study of Changsha,Liwei Qin; Wenke Zong; Kai Peng; Rongpeng Zhang,2024,10.3390/land13040480,20,no,non vérifié,GWR; MGWR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2073-445X/13/4/480/pdf?version=1712588691,"empirical/case-study dataset likely, manual verification required; citations=20; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/land13040480,geographically weighted regression dataset GWR MGWR bandwidth
How Regional Integration Affects Urban Green Development Efficiency: Evidence from Urban Agglomeration in the Middle Reaches of the Yangtze River,Zhen Wang; Xupeng Zhang; Chaozheng Zhang; Qing Yang,2022,10.3390/ijerph19137937,28,no,transport / mobility,SDM; boosting,non vérifié,transport / mobility,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/1660-4601/19/13/7937/pdf?version=1656648008,"spatial dataset likely, manual verification required; citations=28; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/ijerph19137937,spatial econometrics SAR SEM SDM dataset regression
Spatial Determinants of Real Estate Appraisals in The Netherlands: A Machine Learning Approach,Evert Guliker; Erwin Folmer; Marten van Sinderen,2022,10.3390/ijgi11020125,27,no,housing / real estate,GWR; boosting,non vérifié,housing / real estate,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2220-9964/11/2/125/pdf?version=1645666843,"dataset mentioned in title/abstract, manual verification required; citations=27; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/ijgi11020125,geographically weighted regression dataset GWR MGWR bandwidth
"Integrated Use of Satellite Remote Sensing, Artificial Neural Networks, Field Spectroscopy, and GIS in Estimating Crucial Soil Parameters in Terms of Soil Erosion",Dimitrios D. Alexakis; Evdokia Tapoglou; Anthi-Eirini K. Vozinaki; Ioannis K. Tsanis,2019,10.3390/rs11091106,49,no,soil / geochemistry / pollution; land use / biodiversity,GWR,non vérifié,soil / geochemistry / pollution; land use / biodiversity,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/11/9/1106/pdf?version=1557389307,"spatial dataset likely, manual verification required; citations=49; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs11091106,crop yield spatial regression GWR random forest dataset
"Spatiotemporal climate and vegetation greenness changes and their nexus for Dhidhessa River Basin, Ethiopia",Gizachew Kabite Wedajo; Misgana K. Muleta; Berhan Gessesse; Sifan A. Koriche,2019,10.1186/s40068-019-0159-8,49,no,agriculture / crop yield; climate / weather,GWR,non vérifié,agriculture / crop yield; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://environmentalsystemsresearch.springeropen.com/track/pdf/10.1186/s40068-019-0159-8,"dataset mentioned in title/abstract, manual verification required; citations=49; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1186/s40068-019-0159-8,crop yield spatial regression GWR random forest dataset
Scalable GWR: A Linear-Time Algorithm for Large-Scale Geographically Weighted Regression with Polynomial Kernels,Daisuke Murakami; Narumasa Tsutsumida; Takahiro Yoshida; Tomoki Nakaya; Binbin Lu,2020,10.1080/24694452.2020.1774350,48,no,education / inequality,GWR,non vérifié,education / inequality,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.tandfonline.com/doi/pdf/10.1080/24694452.2020.1774350?needAccess=true,"dataset mentioned in title/abstract, manual verification required; citations=48; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1080/24694452.2020.1774350,geographically weighted regression dataset GWR MGWR bandwidth
Yield Estimation of Paddy Rice Based on Satellite Imagery: Comparison of Global and Local Regression Models,Yi-Shiang Shiu; Yung-Chung Chuang,2019,10.3390/rs11020111,47,no,agriculture / crop yield,GWR,non vérifié,agriculture / crop yield,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/11/2/111/pdf?version=1547956866,"empirical/case-study dataset likely, manual verification required; citations=47; query=housing price spatial econometrics GWR SAR dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs11020111,housing price spatial econometrics GWR SAR dataset
Geographically varying relationships of COVID-19 mortality with different factors in India,Asif Iqbal Middya; Sarbani Roy,2021,10.1038/s41598-021-86987-5,46,no,health / epidemiology; soil / geochemistry / pollution,GWR,non vérifié,health / epidemiology; soil / geochemistry / pollution,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.nature.com/articles/s41598-021-86987-5.pdf,"spatial dataset likely, manual verification required; citations=46; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1038/s41598-021-86987-5,geographically weighted regression dataset GWR MGWR bandwidth
Examining the diffusion of coronavirus disease 2019 cases in a metropolis: a space syntax approach,Yepeng Yao; Wenzhong Shi; Anshu Zhang; Zhewei Liu; Shuli Luo,2021,10.1186/s12942-021-00270-4,46,no,health / epidemiology; transport / mobility,GWR,non vérifié,health / epidemiology; transport / mobility,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://ij-healthgeographics.biomedcentral.com/counter/pdf/10.1186/s12942-021-00270-4,"dataset mentioned in title/abstract, manual verification required; citations=46; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1186/s12942-021-00270-4,geographically weighted regression dataset GWR MGWR bandwidth
Geographical patterns in climate and agricultural technology drive soybean productivity in Brazil,Jordana Moura Caetano; Geiziane Tessarolo; Guilherme de Oliveira; Kelly da Silva e Souza; José Alexandre Felizola Diniz‐Filho; João Carlos Nabout,2018,10.1371/journal.pone.0191273,46,no,agriculture / crop yield; climate / weather,GWR,non vérifié,agriculture / crop yield; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0191273&type=printable,"spatial dataset likely, manual verification required; citations=46; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1371/journal.pone.0191273,crop yield spatial regression GWR random forest dataset
"Digital Economy, Environmental Regulation, and Ecological Well-Being Performance: A Provincial Panel Data Analysis from China",Xiaoming Song; Ze Tian; Chenhui Ding; Chao Liu; Wei Wang; Ronggai Zhao; et al.,2022,10.3390/ijerph191811801,44,no,soil / geochemistry / pollution,SDM,non vérifié,soil / geochemistry / pollution,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/1660-4601/19/18/11801/pdf?version=1663733265,"empirical/case-study dataset likely, manual verification required; citations=44; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/ijerph191811801,spatial econometrics SAR SEM SDM dataset regression
Heterogeneous Spatial Effects of FDI on CO<sub>2</sub> Emissions in China,Hang Lin; Xingyu Wang; Ge Bao; Huijuan Xiao,2022,10.1029/2021ef002331,43,no,soil / geochemistry / pollution; climate / weather,SDM,non vérifié,soil / geochemistry / pollution; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2021EF002331,"spatial dataset likely, manual verification required; citations=43; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1029/2021ef002331,spatial econometrics SAR SEM SDM dataset regression
"Spatiotemporal heterogeneity in ecosystem service trade-offs and their drivers in the Huang-Huai-Hai Plain, China",Jianmin Qiao; Longyun Deng; Haimeng Liu; Zheye Wang,2024,10.1007/s10980-024-01827-x,41,no,agriculture / crop yield; soil / geochemistry / pollution; climate / weather,GWR,non vérifié,agriculture / crop yield; soil / geochemistry / pollution; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://link.springer.com/content/pdf/10.1007/s10980-024-01827-x.pdf,"spatial dataset likely, manual verification required; citations=41; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1007/s10980-024-01827-x,crop yield spatial regression GWR random forest dataset
The impacts of road traffic on urban air quality in Jinan based GWR and remote sensing,Qi Wang; Haixia Feng; Haiying Feng; Yue Yu; Jian Li; Erwei Ning,2021,10.1038/s41598-021-94159-8,40,no,transport / mobility,GWR,non vérifié,transport / mobility,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.nature.com/articles/s41598-021-94159-8.pdf,"spatial dataset likely, manual verification required; citations=40; query=multiscale geographically weighted regression dataset MGWR",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1038/s41598-021-94159-8,multiscale geographically weighted regression dataset MGWR
Estimating the Spatially Varying Responses of Corn Yields toWeather Variations using GeographicallyWeighted Panel Regression,"Ruohong Cai; Danlin Yu; Michael Oppenheimer; Cai, Ruohong; Yu, Danlin; Oppenheimer, Michael",2014,10.22004/ag.econ.186586,38,no,agriculture / crop yield; climate / weather,GWR,non vérifié,agriculture / crop yield; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://ageconsearch.umn.edu/record/186586/files/JARE_Aug2014__6_Cai_pp230-252.pdf,"spatial dataset likely, manual verification required; citations=38; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.22004/ag.econ.186586,crop yield spatial regression GWR random forest dataset
Soil quality estimation using environmental covariates and predictive models: an example from tropical soils of Nigeria,Isong Abraham Isong; Kingsley John; Paul B. Okon; Peter Ikor Ogban; Sunday Marcus Afu,2022,10.1186/s13717-022-00411-y,36,no,agriculture / crop yield; soil / geochemistry / pollution,GWR,non vérifié,agriculture / crop yield; soil / geochemistry / pollution,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://ecologicalprocesses.springeropen.com/counter/pdf/10.1186/s13717-022-00411-y,"dataset mentioned in title/abstract, manual verification required; citations=36; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1186/s13717-022-00411-y,crop yield spatial regression GWR random forest dataset
Analyzing Driving Factors of Drought in Growing Season in the Inner Mongolia Based on Geodetector and GWR Models,Bowen Ji; Yanbin Qin; Tingbin Zhang; Xiaobing Zhou; Guihua Yi; Mengting Zhang; et al.,2022,10.3390/rs14236007,35,no,soil / geochemistry / pollution; climate / weather,GWR,non vérifié,soil / geochemistry / pollution; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/14/23/6007/pdf?version=1669532722,"spatial dataset likely, manual verification required; citations=35; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs14236007,crop yield spatial regression GWR random forest dataset
The inhibitory effect of agricultural fiscal expenditure on agricultural green total factor productivity,Shuguang Wang; Jiaying Zhu; Lang Wang; Shen Zhong,2022,10.1038/s41598-022-24225-2,34,no,agriculture / crop yield; soil / geochemistry / pollution,SDM,non vérifié,agriculture / crop yield; soil / geochemistry / pollution,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.nature.com/articles/s41598-022-24225-2.pdf,"empirical/case-study dataset likely, manual verification required; citations=34; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1038/s41598-022-24225-2,spatial econometrics SAR SEM SDM dataset regression
Wavelet geographically weighted regression for spectroscopic modelling of soil properties,Yongze Song; Zefang Shen; Peng Wu; Raphael A. Viscarra Rossel,2021,10.1038/s41598-021-96772-z,33,no,agriculture / crop yield; soil / geochemistry / pollution,GWR,non vérifié,agriculture / crop yield; soil / geochemistry / pollution,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.nature.com/articles/s41598-021-96772-z.pdf,"spatial dataset likely, manual verification required; citations=33; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1038/s41598-021-96772-z,geographically weighted regression dataset GWR MGWR bandwidth
Is There a Spatial Relationship between Urban Landscape Pattern and Habitat Quality? Implication for Landscape Planning of the Yellow River Basin,Dike Zhang; Jianpeng Wang; Ying Wang; Lei Xu; Liang Zheng; Bowen Zhang; et al.,2022,10.3390/ijerph191911974,33,no,land use / biodiversity,SAR,non vérifié,land use / biodiversity,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/1660-4601/19/19/11974/pdf?version=1663915330,"spatial dataset likely, manual verification required; citations=33; query=multiscale geographically weighted regression dataset MGWR",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/ijerph191911974,multiscale geographically weighted regression dataset MGWR
"Spatiotemporal Evolution of Lakes under Rapid Urbanization: A Case Study in Wuhan, China",Chao Wen; Qingming Zhan; De Zhan; Huang Zhao; Chen Yang,2021,10.3390/w13091171,32,no,climate / weather,MGWR,non vérifié,climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2073-4441/13/9/1171/pdf?version=1619416331,"empirical/case-study dataset likely, manual verification required; citations=32; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/w13091171,geographically weighted regression dataset GWR MGWR bandwidth
"Estimating Wheat Grain Yield Using Sentinel-2 Imagery and Exploring Topographic Features and Rainfall Effects on Wheat Performance in Navarre, Spain",Joel Segarra; Jon González‐Torralba; Íker Aranjuelo; J. L. Araus; Shawn C. Kefauver,2020,10.3390/rs12142278,32,no,agriculture / crop yield; climate / weather,GWR,non vérifié,agriculture / crop yield; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/12/14/2278/pdf?version=1594985133,"spatial dataset likely, manual verification required; citations=32; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs12142278,crop yield spatial regression GWR random forest dataset
A spatial econometric analysis of the environment Kuznets curve and pollution haven hypothesis in Sub-Saharan Africa,Jamiil Jeetoo; Earnest Rungano Chinyanga,2023,10.1007/s11356-023-26306-9,31,no,soil / geochemistry / pollution,SDM,non vérifié,soil / geochemistry / pollution,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://link.springer.com/content/pdf/10.1007/s11356-023-26306-9.pdf,"empirical/case-study dataset likely, manual verification required; citations=31; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1007/s11356-023-26306-9,spatial econometrics SAR SEM SDM dataset regression
The effects of urbanization on air pollution based on a spatial perspective: Evidence from China,Li Zhang; Shibing You; Miao Zhang; Shiwen Zhang; Shuaixiang Yi; Baokang Zhou,2022,10.3389/fenvs.2022.1058009,31,no,soil / geochemistry / pollution; transport / mobility,SDM,non vérifié,soil / geochemistry / pollution; transport / mobility,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.frontiersin.org/articles/10.3389/fenvs.2022.1058009/pdf,"spatial dataset likely, manual verification required; citations=31; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3389/fenvs.2022.1058009,spatial econometrics SAR SEM SDM dataset regression
Predicting active-layer soil thickness using topographic variables at a small watershed scale,Aidi Li; Xing Tan; Wei Wu; Hongbin Liu; Jie Zhu,2017,10.1371/journal.pone.0183742,30,no,agriculture / crop yield; soil / geochemistry / pollution,GWR,non vérifié,agriculture / crop yield; soil / geochemistry / pollution,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0183742&type=printable,"spatial dataset likely, manual verification required; citations=30; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1371/journal.pone.0183742,crop yield spatial regression GWR random forest dataset
"Quantifying the Spatial Association between Land Use Change and Ecosystem Services Value: A Case Study in Xi’an, China",Yajing Shao; Xuefeng Yuan; Chaoqun Ma; Ruifang Ma; Zhaoxia Ren,2020,10.3390/su12114449,29,no,land use / biodiversity,GWR,non vérifié,land use / biodiversity,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2071-1050/12/11/4449/pdf?version=1591087475,"empirical/case-study dataset likely, manual verification required; citations=29; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/su12114449,crop yield spatial regression GWR random forest dataset
Within-Field Yield Prediction in Cereal Crops Using LiDAR-Derived Topographic Attributes with Geographically Weighted Regression Models,Riley Eyre; John B. Lindsay; Ahmed Laamrani; Aaron Berg,2021,10.3390/rs13204152,26,no,agriculture / crop yield; soil / geochemistry / pollution; climate / weather,GWR,non vérifié,agriculture / crop yield; soil / geochemistry / pollution; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/13/20/4152/pdf?version=1634380749,"dataset mentioned in title/abstract, manual verification required; citations=26; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs13204152,crop yield spatial regression GWR random forest dataset
Geographical variation in determinants of high-risk fertility behavior among reproductive age women in Ethiopia using the 2016 demographic and health survey: a geographically weighted regression analysis,Zemenu Tadesse Tessema; Melkalem Mamuye Azanaw; Yeaynmarnesh Asmare Bukayaw; Kassahun Alemu Gelaye,2020,10.1186/s13690-020-00456-5,25,no,education / inequality; health / epidemiology,GWR,non vérifié,education / inequality; health / epidemiology,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://archpublichealth.biomedcentral.com/track/pdf/10.1186/s13690-020-00456-5,"spatial dataset likely, manual verification required; citations=25; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1186/s13690-020-00456-5,geographically weighted regression dataset GWR MGWR bandwidth
Estimating Sub-Pixel Soybean Fraction from Time-Series MODIS Data Using an Optimized Geographically Weighted Regression Model,Qiong Hu; Yaxiong Ma; Baodong Xu; Qian Song; Huajun Tang; Wenbin Wu,2018,10.3390/rs10040491,25,no,agriculture / crop yield,GWR,non vérifié,agriculture / crop yield,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/10/4/491/pdf?version=1525344626,"spatial dataset likely, manual verification required; citations=25; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs10040491,crop yield spatial regression GWR random forest dataset
Geographically weighted regression of land cover determinants of Plasmodium falciparum transmission in the Ashanti Region of Ghana,Lutz Ehlkes; Anne Caroline Krefis; Benno Kreuels; Ralf Krumkamp; Ohene Adjei; Matilda Ayim-Akonor; et al.,2014,10.1186/1476-072x-13-35,25,no,health / epidemiology; soil / geochemistry / pollution; land use / biodiversity,GWR,non vérifié,health / epidemiology; soil / geochemistry / pollution; land use / biodiversity,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://ij-healthgeographics.biomedcentral.com/counter/pdf/10.1186/1476-072X-13-35,"spatial dataset likely, manual verification required; citations=25; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1186/1476-072x-13-35,crop yield spatial regression GWR random forest dataset
Spatial Disparity of Sports Infrastructure Development and Urbanization Determinants in China: Evidence from the Sixth National Sports Venues Census,Junneng Wang; Jianwei Li; Jianquan Cheng,2023,10.1007/s12061-023-09557-4,24,no,education / inequality; health / epidemiology,GWR,non vérifié,education / inequality; health / epidemiology,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://link.springer.com/content/pdf/10.1007/s12061-023-09557-4.pdf,"spatial dataset likely, manual verification required; citations=24; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1007/s12061-023-09557-4,geographically weighted regression dataset GWR MGWR bandwidth
Exploring the Spatial Heterogeneity and Influence Factors of Daily Travel Carbon Emissions in Metropolitan Areas: From the Perspective of the 15-min City,Liang Guo; Wenjun Cheng; Chang Liu; Qinghao Zhang; Shuo Yang,2023,10.3390/land12020299,24,no,transport / mobility,MGWR,non vérifié,transport / mobility,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2073-445X/12/2/299/pdf?version=1675761293,"empirical/case-study dataset likely, manual verification required; citations=24; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/land12020299,geographically weighted regression dataset GWR MGWR bandwidth
Demographic and socioeconomic determinants of COVID-19 across Oman - A geospatial modelling approach,Khalifa M. Al Kindi; Adhra Al‐Mawali; Amira Akharusi; Duhai Alshukaili; Noura Al Nasiri; Talal Al‐Awadhi; et al.,2021,10.4081/gh.2021.985,24,no,health / epidemiology,GWR,non vérifié,health / epidemiology,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.geospatialhealth.net/gh/article/download/985/974,"spatial dataset likely, manual verification required; citations=24; query=multiscale geographically weighted regression dataset MGWR",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.4081/gh.2021.985,multiscale geographically weighted regression dataset MGWR
